,Season,Team,Avg FG3%,Avg FG%,Avg FT%,AvgTO,avgScore,avgBlk,avgDr,avgAst,avgPf,avgStl,avgOR,Home Win,Neutral Win,Away Win,Wins,Losses,Upsets,Games,AvgWinRank,AvgLossRank,AvgOffRating,AvgDefRating,AvgNetRating,Top 25 Wins,Top 10 Wins
2011_1336,2011,1336,33.6,43.74,72.49,10.55,63.03,2.48,21.61,12.15,15.67,4.45,9.97,13,3,3,19,14,2,33,113.11,50.07,106.03,104.09,1.94,2,0
2011_1337,2011,1337,33.08,42.25,71.81,13.28,68.75,2.97,23.12,12.25,18.91,5.84,12.19,6,3,2,11,21,5,32,236.09,134.48,101.6,109.63,-8.03,0,0
2011_1338,2011,1338,39.0,47.42,67.19,11.66,74.06,3.44,25.66,17.38,18.0,4.81,14.22,17,3,7,27,5,0,32,114.07,20.0,116.29,95.82,20.47,6,0
2011_1339,2011,1339,41.67,46.21,74.69,12.81,71.23,3.03,23.74,13.94,17.26,5.23,10.68,13,0,7,20,11,2,31,196.95,108.0,110.03,105.37,4.67,0,0
2011_1340,2011,1340,35.11,43.6,72.8,12.45,71.62,2.21,21.79,12.83,16.9,6.0,10.24,9,2,2,13,16,6,29,272.0,186.88,104.29,109.69,-5.41,0,0
2011_1341,2011,1341,29.57,37.13,58.0,14.9,60.55,3.66,24.17,10.83,20.41,6.14,12.79,5,1,1,7,22,4,29,309.57,204.59,86.39,102.18,-15.79,0,0
2011_1342,2011,1342,39.0,44.38,72.75,13.81,61.77,1.74,21.68,11.84,14.65,4.06,8.13,6,1,6,13,18,3,31,247.38,143.56,99.48,106.76,-7.28,0,0
2011_1343,2011,1343,37.32,46.28,73.36,12.3,69.5,4.17,24.73,13.27,17.6,5.83,9.77,11,3,10,24,6,2,30,186.54,107.0,107.58,97.75,9.83,0,0
2011_1344,2011,1344,31.5,42.45,66.93,12.72,75.81,4.44,23.97,12.47,16.97,7.81,14.5,14,1,0,15,17,6,32,175.0,66.53,105.15,104.29,0.86,1,0
2011_1345,2011,1345,36.69,44.77,71.16,10.34,72.66,4.12,24.19,15.81,18.03,6.28,11.03,16,2,7,25,7,1,32,110.36,56.43,109.69,93.31,16.38,2,1
2011_1346,2011,1346,34.22,43.01,61.3,12.42,71.84,3.55,26.23,15.39,20.77,5.03,16.1,12,1,9,22,9,3,31,228.68,165.11,105.38,97.3,8.07,0,0
2011_1347,2011,1347,30.96,37.78,62.0,16.19,58.0,2.96,22.73,9.73,19.73,7.62,11.65,2,0,0,2,24,2,26,241.5,175.96,85.64,105.79,-20.14,0,0
2011_1348,2011,1348,33.04,42.1,70.37,12.31,68.31,3.84,23.56,11.97,18.03,6.56,11.59,11,2,6,19,13,5,32,169.58,110.69,101.74,98.83,2.91,0,0
2011_1349,2011,1349,34.18,43.13,71.79,12.43,67.0,2.37,22.33,12.73,19.17,6.83,10.77,7,2,3,12,18,2,30,213.08,98.78,103.13,104.74,-1.61,0,0
2011_1350,2011,1350,39.97,46.31,69.12,10.68,70.18,4.12,24.12,14.97,16.09,6.12,9.06,12,5,10,27,7,2,34,163.81,69.71,109.76,95.01,14.75,1,0
2011_1351,2011,1351,40.09,47.07,65.3,13.73,73.82,4.52,25.7,14.36,17.55,6.03,10.33,9,3,11,23,10,4,33,215.78,102.9,106.57,99.08,7.49,0,0
2011_1352,2011,1352,35.66,41.96,68.45,13.19,67.28,2.06,22.78,13.62,22.44,7.53,12.34,11,0,7,18,14,2,32,215.94,119.29,101.8,98.31,3.49,0,0
2011_1353,2011,1353,34.38,44.04,67.67,12.16,66.31,4.47,22.28,13.56,19.81,7.88,10.91,10,2,3,15,17,6,32,186.93,44.59,101.73,100.92,0.8,0,0
2011_1354,2011,1354,31.73,41.54,66.93,16.04,64.0,3.39,20.96,11.32,20.61,5.68,12.64,4,1,1,6,22,6,28,298.5,218.36,94.66,106.49,-11.83,0,0
2011_1355,2011,1355,40.91,46.38,73.14,9.9,81.21,2.52,22.97,15.14,18.55,6.03,11.86,8,1,8,17,12,4,29,257.18,131.33,117.47,107.27,10.2,0,0
2011_1356,2011,1356,32.12,42.71,69.24,14.25,61.03,2.56,23.22,11.41,19.81,5.59,9.88,8,2,3,13,19,6,32,205.69,119.63,95.36,101.25,-5.89,0,0
2011_1357,2011,1357,34.52,42.94,70.24,15.38,66.28,3.07,21.93,11.86,19.79,7.72,11.1,5,0,6,11,18,5,29,241.27,191.83,97.69,103.03,-5.34,0,0
2011_1358,2011,1358,30.61,44.39,68.49,13.7,69.67,2.37,23.7,16.85,20.22,7.22,12.22,6,1,7,14,13,2,27,228.07,176.62,103.7,100.53,3.17,0,0
2011_1359,2011,1359,35.04,42.65,67.76,13.41,60.1,1.55,20.59,13.07,17.1,5.83,5.93,4,1,5,10,19,7,29,262.7,179.58,96.27,107.44,-11.17,0,0
2011_1360,2011,1360,31.52,41.4,66.92,14.93,59.32,3.07,20.36,10.96,19.86,5.0,8.5,3,1,0,4,24,4,28,185.5,154.25,90.37,108.13,-17.76,0,0
2011_1361,2011,1361,33.58,45.78,70.02,11.03,71.03,4.72,24.69,13.22,15.19,6.19,12.59,12,6,12,30,2,0,32,115.6,5.0,110.34,92.31,18.03,4,1
2011_1362,2011,1362,34.05,43.31,66.89,13.9,68.21,2.41,27.0,12.1,19.17,5.1,10.55,10,1,4,15,14,5,29,190.27,112.71,99.41,101.77,-2.36,0,0
2011_1363,2011,1363,36.45,39.97,75.53,11.26,71.68,2.35,25.0,12.0,19.48,5.39,12.35,8,2,6,16,15,5,31,210.25,141.47,102.21,103.63,-1.42,0,0
2011_1364,2011,1364,37.0,45.09,76.53,14.31,67.86,4.17,23.97,14.0,19.69,7.21,8.72,7,4,5,16,13,2,29,222.44,172.85,102.99,99.48,3.51,1,0
2011_1365,2011,1365,34.49,42.41,72.95,14.06,72.23,3.06,22.45,12.52,21.16,7.32,12.39,11,1,5,17,14,4,31,228.06,96.79,104.78,103.9,0.88,0,0
2011_1366,2011,1366,30.54,38.25,66.81,14.65,56.46,3.19,21.38,9.62,19.73,6.62,10.0,2,2,4,8,18,2,26,276.88,152.22,88.37,97.6,-9.23,0,0
2011_1367,2011,1367,29.12,37.2,60.0,14.67,58.2,3.67,21.4,11.37,18.47,5.8,12.6,3,0,2,5,25,4,30,228.6,161.0,88.69,107.02,-18.33,0,0
2011_1368,2011,1368,32.07,41.46,72.39,12.92,66.54,3.5,22.0,13.27,19.46,6.08,11.08,6,1,5,12,14,3,26,251.5,185.36,99.2,104.52,-5.32,0,0
2011_1369,2011,1369,33.19,43.12,61.75,14.58,65.03,3.52,23.74,11.84,21.35,4.35,10.74,4,1,4,9,22,4,31,275.11,188.91,96.86,105.32,-8.46,0,0
2011_1370,2011,1370,30.28,39.96,65.74,17.45,68.97,1.94,23.13,11.55,21.87,8.35,14.52,6,1,4,11,20,8,31,247.09,204.95,92.88,101.31,-8.43,0,0
2011_1371,2011,1371,30.61,41.29,67.19,12.29,67.48,3.55,24.26,13.61,18.97,7.32,11.23,8,1,4,13,18,5,31,149.15,46.06,97.09,95.61,1.48,1,0
2011_1372,2011,1372,31.39,44.77,71.52,14.16,62.56,1.08,21.92,14.32,17.6,6.28,11.44,9,0,5,14,11,5,25,266.43,192.45,99.97,93.48,6.49,0,0
2011_1373,2011,1373,33.4,41.39,67.91,14.32,67.84,3.74,24.19,12.19,16.65,6.61,13.97,8,1,4,13,18,7,31,207.08,128.61,98.19,101.51,-3.33,0,0
2011_1374,2011,1374,39.25,48.16,74.49,13.89,64.5,2.82,20.68,14.04,16.64,6.29,6.29,11,0,3,14,14,6,28,207.71,143.29,104.41,101.24,3.17,0,0
2011_1375,2011,1375,32.74,41.64,67.0,14.0,69.15,4.77,22.65,11.96,18.08,6.81,13.19,6,0,4,10,16,5,26,271.8,164.94,99.37,107.73,-8.36,0,0
2011_1376,2011,1376,31.27,39.46,66.27,13.4,67.57,6.2,23.43,10.9,18.73,6.93,14.7,11,0,3,14,16,6,30,194.5,60.5,97.15,99.8,-2.64,1,1
2011_1377,2011,1377,33.44,44.09,67.86,12.45,77.1,2.97,26.97,14.1,18.07,6.21,10.9,9,2,3,14,15,6,29,310.07,238.2,103.98,103.89,0.09,0,0
2011_1378,2011,1378,30.34,41.58,71.01,15.03,61.94,3.7,23.15,12.33,19.15,4.91,12.27,7,2,1,10,23,3,33,186.6,49.91,96.73,104.89,-8.16,0,0
2011_1379,2011,1379,35.49,45.12,72.79,12.0,72.86,3.55,24.38,11.28,19.59,5.41,13.17,11,3,5,19,10,3,29,162.0,65.8,110.36,100.15,10.2,0,0
2011_1380,2011,1380,29.49,38.1,60.53,16.63,55.96,3.22,22.19,11.26,17.22,5.41,10.26,2,0,1,3,24,3,27,305.67,229.12,82.7,106.02,-23.32,0,0
2011_1381,2011,1381,35.25,47.05,70.5,15.86,69.29,4.32,22.29,14.11,21.75,5.32,11.25,5,1,4,10,18,3,28,285.4,145.5,101.9,108.79,-6.9,0,0
2011_1382,2011,1382,35.62,45.67,70.19,14.77,70.07,3.43,25.1,12.97,17.97,4.97,10.97,10,0,6,16,14,3,30,179.38,105.93,104.01,103.53,0.48,0,0
2011_1383,2011,1383,31.05,39.94,66.22,13.3,66.73,2.4,20.87,11.63,21.37,7.8,12.1,10,0,5,15,15,5,30,244.4,161.93,98.05,98.38,-0.33,0,0
2011_1384,2011,1384,33.27,43.07,72.74,15.43,65.23,3.07,21.97,13.4,21.5,5.6,9.7,7,0,2,9,21,4,30,229.22,163.14,96.34,107.69,-11.35,0,0
2011_1385,2011,1385,33.01,45.48,71.09,12.44,70.06,2.81,21.84,12.75,18.88,8.0,10.91,13,3,5,21,11,6,32,103.05,61.55,105.29,99.21,6.08,6,3
2011_1386,2011,1386,32.75,41.5,70.7,11.0,64.52,5.48,22.58,12.48,16.09,5.09,9.79,5,2,4,11,22,6,33,179.82,93.18,100.6,108.57,-7.97,0,0
2011_1387,2011,1387,32.42,43.54,65.89,13.4,62.7,3.47,21.9,13.63,19.17,6.37,9.33,8,2,1,11,19,6,30,179.64,86.79,96.47,97.67,-1.2,0,0
2011_1388,2011,1388,39.58,48.44,76.6,11.06,78.29,3.29,23.77,16.19,17.94,6.55,10.39,13,4,6,23,8,1,31,186.04,73.12,117.41,100.0,17.41,0,0
2011_1389,2011,1389,34.78,40.37,64.34,15.06,61.39,4.61,24.42,11.33,19.48,7.67,11.36,8,3,9,20,13,3,33,206.7,110.23,93.0,91.29,1.71,0,0
2011_1390,2011,1390,35.61,43.08,65.82,13.39,66.39,3.42,23.06,11.61,18.45,4.81,11.0,11,1,3,15,16,6,31,188.6,82.19,100.21,98.55,1.66,0,0
2011_1391,2011,1391,30.51,42.91,62.23,16.03,64.37,2.93,21.3,9.6,21.37,7.53,11.5,5,0,3,8,22,7,30,195.25,183.95,94.74,106.64,-11.9,0,0
2011_1392,2011,1392,33.92,38.01,65.17,12.32,60.35,2.65,24.23,9.29,17.97,5.42,11.87,6,2,6,14,17,3,31,270.21,169.65,94.15,95.29,-1.14,0,0
2011_1393,2011,1393,35.18,46.88,65.93,12.12,73.61,6.82,25.24,16.3,15.36,8.76,12.61,16,3,7,26,7,3,33,110.65,36.86,110.4,94.93,15.47,4,1
2011_1394,2011,1394,28.67,42.51,64.57,17.32,60.75,3.36,21.46,11.18,18.61,6.04,11.32,4,1,2,7,21,6,28,240.0,167.05,91.61,107.96,-16.36,0,0
2011_1395,2011,1395,34.97,43.6,67.41,12.67,67.27,2.24,23.3,14.36,19.21,6.3,9.55,8,2,1,11,22,3,33,236.09,79.45,98.7,103.6,-4.9,0,0
2011_1396,2011,1396,35.39,44.8,69.37,10.78,70.94,4.69,25.06,15.25,15.94,6.94,11.03,14,4,7,25,7,1,32,161.4,45.43,107.33,93.27,14.05,1,0
2011_1397,2011,1397,30.44,43.31,68.3,13.21,70.64,3.67,24.09,13.12,19.67,7.45,13.88,10,3,6,19,14,4,33,106.89,60.14,104.2,99.41,4.79,1,1
2011_1398,2011,1398,37.62,43.19,75.4,15.04,66.96,3.32,21.64,12.25,18.71,6.46,9.89,9,0,3,12,16,3,28,259.5,173.56,101.0,105.31,-4.3,0,0
2011_1399,2011,1399,34.22,46.67,68.04,15.72,72.52,2.14,24.31,13.62,20.34,7.41,11.55,8,2,7,17,12,3,29,265.94,138.08,101.85,100.87,0.98,0,0
2011_1400,2011,1400,37.67,45.39,64.53,11.82,74.91,4.91,26.71,13.47,17.21,5.82,13.79,16,4,7,27,7,2,34,123.37,38.43,109.92,90.52,19.4,2,2
2011_1401,2011,1401,33.74,44.42,70.38,13.06,68.61,1.58,23.65,13.39,18.52,6.52,12.23,14,4,5,23,8,1,31,149.0,46.12,106.57,96.12,10.46,1,0
2011_1402,2011,1402,32.58,44.28,67.66,14.59,76.24,3.1,24.1,13.34,21.69,7.28,11.48,9,2,3,14,15,3,29,256.0,175.67,102.18,103.49,-1.3,0,0
2011_1403,2011,1403,36.46,44.47,72.95,13.81,73.19,4.31,22.47,13.31,20.0,5.94,11.28,11,0,2,13,19,6,32,198.46,64.37,103.29,106.09,-2.8,0,0
2011_1404,2011,1404,33.4,42.28,74.34,15.26,67.97,2.61,21.84,10.87,20.35,6.23,10.13,5,1,4,10,21,2,31,310.0,158.1,97.04,106.97,-9.94,0,0
2011_1405,2011,1405,31.56,40.4,63.35,16.06,57.19,1.39,21.45,11.87,17.0,5.52,9.26,3,0,0,3,28,3,31,175.67,192.75,88.13,110.3,-22.17,0,0
2011_1406,2011,1406,35.59,43.78,72.31,12.03,68.43,2.9,20.93,11.4,17.23,5.8,10.2,2,0,2,4,26,3,30,227.75,128.62,103.48,115.36,-11.88,0,0
2011_1407,2011,1407,33.8,40.29,66.4,14.32,70.57,3.5,25.14,13.46,17.68,6.57,12.25,4,1,2,7,21,5,28,222.71,163.9,97.0,106.85,-9.85,0,0
2011_1408,2011,1408,35.6,42.37,69.75,12.59,67.33,2.74,20.85,13.11,17.44,6.96,10.59,7,0,3,10,17,3,27,275.2,95.24,101.67,102.47,-0.8,0,0
2011_1409,2011,1409,34.91,43.86,70.12,13.78,70.47,3.72,25.56,11.41,19.88,4.44,11.44,12,3,4,19,13,5,32,152.05,108.92,104.57,100.79,3.78,0,0
2011_1410,2011,1410,37.32,41.21,66.83,15.79,65.75,1.61,21.54,11.64,21.25,5.75,10.14,2,1,0,3,25,2,28,308.0,229.64,96.11,109.81,-13.71,0,0
2011_1411,2011,1411,30.2,42.73,62.93,16.71,63.94,3.52,24.58,12.19,18.58,8.03,10.16,9,1,9,19,12,0,31,300.21,151.42,93.55,94.74,-1.2,0,0
2011_1412,2011,1412,33.68,44.01,71.94,12.27,68.9,3.13,24.5,13.67,16.8,5.33,11.5,13,1,8,22,8,0,30,160.23,63.5,107.01,96.22,10.79,0,0
2011_1413,2011,1413,37.52,45.6,73.75,14.04,70.93,2.43,22.82,14.64,19.75,6.57,7.32,5,0,3,8,20,6,28,286.12,166.55,101.46,107.06,-5.6,0,0
2011_1414,2011,1414,34.77,41.86,73.73,12.87,74.58,1.71,26.0,12.06,21.61,6.52,9.58,8,0,4,12,19,6,31,252.5,190.37,100.87,104.08,-3.21,0,0
2011_1415,2011,1415,35.16,41.75,68.11,13.79,64.45,3.66,22.41,11.62,18.9,5.38,11.76,5,1,4,10,19,6,29,255.1,180.79,96.51,107.31,-10.8,0,0
2011_1416,2011,1416,34.38,44.2,69.77,13.66,67.48,5.86,24.1,11.86,17.69,5.83,10.86,12,2,4,18,11,5,29,149.44,86.27,104.16,98.06,6.09,1,1
2011_1417,2011,1417,32.81,45.64,68.34,14.84,69.97,5.78,25.41,14.62,17.5,5.44,11.81,16,1,5,22,10,3,32,156.55,55.5,103.6,97.64,5.96,2,1
2011_1418,2011,1418,34.58,43.28,67.52,15.26,70.0,4.33,24.07,9.96,21.74,5.52,12.59,9,0,4,13,14,5,27,243.54,163.93,99.69,101.9,-2.2,0,0
2011_1419,2011,1419,32.1,41.37,64.34,14.28,58.69,1.55,19.69,9.83,18.97,5.97,10.66,2,1,2,5,24,3,29,236.2,200.38,92.97,109.64,-16.67,0,0
2011_1420,2011,1420,33.09,40.11,70.7,13.17,64.27,1.6,21.53,11.53,19.77,5.93,11.0,3,0,2,5,25,5,30,241.8,187.0,94.69,115.07,-20.38,0,0
2011_1421,2011,1421,32.94,44.88,70.04,15.21,71.79,4.38,23.28,14.0,19.66,8.97,11.34,7,2,7,16,13,2,29,228.0,155.15,100.8,96.39,4.41,0,0
2011_1422,2011,1422,35.63,42.86,68.98,15.23,71.1,2.45,22.35,11.39,21.29,6.58,11.71,3,1,3,7,24,5,31,259.86,143.17,98.03,111.65,-13.62,0,0
2011_1423,2011,1423,36.89,43.38,68.92,13.68,63.71,3.39,22.13,11.29,15.87,5.45,11.13,9,1,3,13,18,5,31,215.69,124.39,101.34,105.51,-4.17,0,0
2011_1424,2011,1424,33.15,46.07,68.96,12.66,71.91,3.78,23.94,15.53,19.34,8.12,11.25,12,4,8,24,8,2,32,150.71,30.38,106.71,92.29,14.42,2,0
2011_1425,2011,1425,35.74,44.48,65.33,11.36,66.85,2.97,23.85,12.06,17.24,5.97,10.15,12,2,5,19,14,5,33,130.95,99.79,103.56,97.04,6.53,2,0
2011_1426,2011,1426,34.41,43.71,69.05,17.56,68.64,2.32,23.88,12.0,21.6,6.2,11.12,5,0,4,9,16,5,25,266.11,198.69,96.9,100.63,-3.73,0,0
2011_1427,2011,1427,36.32,42.91,71.97,13.48,70.48,2.38,24.07,12.59,19.76,6.79,10.34,8,3,5,16,13,4,29,239.5,197.92,102.74,102.86,-0.13,0,0
2011_1428,2011,1428,32.77,42.41,69.51,13.87,66.87,5.0,24.93,9.4,19.37,4.6,10.2,8,0,4,12,18,4,30,177.0,66.94,97.6,104.6,-7.01,0,0
2011_1429,2011,1429,35.82,46.62,73.55,11.81,71.28,3.25,26.62,14.47,17.25,4.84,10.59,16,2,11,29,3,0,32,179.55,51.67,110.98,89.81,21.16,0,0
2011_1430,2011,1430,35.05,43.22,75.86,14.0,73.77,2.88,27.15,12.69,19.38,4.77,10.85,9,0,6,15,11,1,26,311.0,227.36,104.36,100.89,3.47,0,0
2011_1431,2011,1431,37.08,46.79,67.03,12.42,70.48,3.7,25.42,15.21,18.39,6.67,8.09,18,1,5,24,9,4,33,170.33,81.22,103.52,93.6,9.92,0,0
2011_1433,2011,1433,35.92,43.51,71.9,11.56,71.53,3.68,21.09,14.21,18.24,8.53,10.91,11,4,8,23,11,3,34,164.74,80.73,108.08,102.18,5.91,2,0
2011_1434,2011,1434,32.25,46.39,66.56,13.81,71.19,2.47,23.09,15.0,19.62,7.66,10.84,11,4,6,21,11,4,32,174.19,119.45,104.02,99.77,4.25,0,0
2011_1435,2011,1435,36.98,45.66,74.69,13.15,76.21,4.85,26.06,13.39,16.3,5.27,10.88,14,4,5,23,10,2,33,136.09,41.8,111.03,98.66,12.37,2,2
2011_1436,2011,1436,35.73,44.86,67.72,13.35,67.32,3.32,25.9,12.42,16.35,4.94,12.32,12,1,10,23,8,1,31,247.09,112.62,103.62,93.77,9.84,0,0
2011_1437,2011,1437,34.88,43.97,75.8,11.97,72.72,3.75,24.88,13.75,17.47,6.34,12.25,13,1,7,21,11,5,32,124.05,51.27,110.29,99.35,10.94,3,0
2011_1438,2011,1438,38.77,41.46,68.99,10.94,61.87,2.97,22.65,11.42,16.06,5.77,8.77,11,1,4,16,15,8,31,174.25,91.27,99.97,99.77,0.2,0,0
2011_1439,2011,1439,32.58,44.93,70.86,12.5,69.84,3.62,23.84,12.31,17.34,6.53,10.75,11,6,4,21,11,5,32,161.52,63.0,104.69,94.45,10.23,1,1
2011_1440,2011,1440,36.63,44.3,70.42,12.96,83.52,4.3,24.52,13.74,19.41,7.3,11.26,7,0,7,14,13,2,27,261.79,144.0,109.57,108.15,1.41,0,0
2011_1441,2011,1441,33.7,42.64,65.87,13.94,68.94,3.0,22.81,12.91,20.88,8.78,12.75,10,1,6,17,15,2,32,233.71,164.0,98.97,99.97,-1.01,0,0
2011_1442,2011,1442,34.93,40.72,65.24,13.7,55.89,2.33,22.59,9.93,19.22,4.74,6.96,2,1,1,4,23,3,27,292.5,188.83,89.03,105.69,-16.66,0,0
2011_1443,2011,1443,31.24,43.61,64.21,14.84,70.06,3.88,23.75,12.25,18.19,5.78,13.34,7,3,6,16,16,5,32,231.19,152.25,100.47,102.43,-1.95,0,0
2011_1444,2011,1444,34.5,43.94,71.45,13.71,71.26,3.55,24.1,12.68,19.52,5.81,13.0,10,2,7,19,12,5,31,246.32,149.83,104.4,101.68,2.73,0,0
2011_1447,2011,1447,37.05,43.46,77.2,15.33,67.63,3.97,21.6,13.97,24.93,5.9,7.93,8,0,5,13,17,4,30,213.15,138.12,97.97,102.44,-4.47,0,0
2011_1448,2011,1448,35.87,42.34,74.62,15.44,67.22,5.44,23.62,11.31,18.56,5.31,8.91,7,1,0,8,24,3,32,237.12,99.5,95.5,109.68,-14.18,0,0
2011_1449,2011,1449,37.12,47.09,66.71,12.36,83.52,5.33,25.3,17.15,20.27,6.73,14.03,14,4,5,23,10,2,33,128.17,84.5,114.48,96.76,17.73,2,0
2011_1450,2011,1450,35.77,46.08,70.44,12.87,73.48,3.58,24.94,13.58,17.84,6.97,9.48,10,4,5,19,12,5,31,157.26,67.75,105.3,96.78,8.52,0,0
2011_1451,2011,1451,40.76,44.0,75.75,12.71,68.11,2.68,24.36,12.04,19.64,5.21,8.43,9,1,5,15,13,2,28,243.87,131.38,103.98,103.7,0.27,0,0
2011_1452,2011,1452,33.51,42.72,70.57,12.1,69.55,4.29,23.03,15.06,17.87,4.61,14.39,12,3,5,20,11,5,31,97.05,41.73,108.66,100.5,8.16,5,1
2011_1453,2011,1453,31.97,43.52,70.3,13.13,67.06,3.58,21.42,11.61,20.45,6.1,12.45,9,0,4,13,18,5,31,206.62,107.0,101.76,105.08,-3.32,0,0
2011_1454,2011,1454,35.25,43.01,65.28,13.81,68.91,2.09,23.06,12.69,17.75,4.88,11.03,10,1,8,19,13,5,32,175.32,116.08,101.84,103.83,-1.98,0,0
2011_1455,2011,1455,34.63,46.22,74.06,12.29,72.03,3.74,26.03,14.87,18.39,5.71,11.29,12,3,8,23,8,0,31,190.78,69.38,111.23,94.91,16.32,0,0
2011_1456,2011,1456,35.9,44.34,70.26,13.26,63.84,2.97,24.03,13.26,16.61,4.06,7.48,6,1,2,9,22,5,31,212.11,107.14,100.09,108.16,-8.06,0,0
2011_1457,2011,1457,30.23,41.18,64.03,12.93,65.64,3.36,24.54,11.46,19.29,7.36,12.46,7,0,4,11,17,5,28,226.55,158.24,95.48,98.76,-3.28,0,0
2011_1458,2011,1458,37.15,44.52,82.4,7.39,68.19,3.16,21.52,13.16,15.06,3.45,10.55,16,2,5,23,8,2,31,132.61,27.38,118.21,101.55,16.67,2,1
2011_1459,2011,1459,40.72,47.91,69.1,11.85,73.82,2.48,21.42,14.39,19.21,6.76,11.06,8,5,8,21,12,2,33,222.43,93.5,112.03,103.58,8.45,1,0
2011_1460,2011,1460,35.88,42.85,74.17,10.84,64.13,1.06,19.32,10.23,19.23,6.19,7.9,12,0,5,17,14,6,31,189.29,98.64,102.86,99.79,3.07,0,0
2011_1461,2011,1461,27.97,42.41,66.93,14.21,64.55,3.79,21.59,10.0,18.34,7.34,9.86,8,0,0,8,21,5,29,213.88,105.52,95.21,105.35,-10.14,0,0
2011_1462,2011,1462,33.33,46.27,74.76,11.97,72.61,3.1,25.26,13.32,17.16,5.52,10.23,14,2,8,24,7,0,31,137.67,75.14,109.38,97.09,12.29,0,0
2011_1463,2011,1463,34.19,43.86,73.4,13.74,67.52,4.52,25.33,12.41,18.74,4.63,8.89,8,0,6,14,13,2,27,220.79,134.62,99.93,99.78,0.15,0,0
2011_1464,2011,1464,33.43,41.36,61.29,12.14,68.14,4.82,22.64,14.71,20.18,6.21,10.21,7,0,0,7,21,6,28,231.0,118.48,97.19,107.46,-10.27,0,0
2012_1102,2012,1102,33.33,44.44,68.2,13.0,60.67,2.96,22.3,13.37,17.0,6.26,5.85,8,1,2,11,16,2,27,234.73,62.25,96.72,99.86,-3.14,0,0
2012_1103,2012,1103,36.63,46.12,69.1,14.34,71.47,4.31,23.75,13.72,18.31,7.31,11.28,12,1,8,21,11,2,32,192.9,67.36,105.2,96.5,8.7,0,0
2012_1104,2012,1104,28.48,45.16,71.52,12.94,64.94,4.16,24.38,12.28,18.41,7.31,10.81,12,5,4,21,11,1,32,128.19,58.09,102.24,91.57,10.68,1,0
2012_1105,2012,1105,31.64,40.26,65.19,16.27,61.12,4.0,22.54,10.62,22.46,6.15,10.92,4,0,1,5,21,5,26,317.4,221.29,89.48,102.15,-12.67,0,0
2012_1106,2012,1106,30.1,37.29,57.46,14.97,57.72,3.03,22.14,11.14,19.86,7.48,12.72,6,0,4,10,19,3,29,312.9,198.47,87.6,95.94,-8.34,0,0
2012_1107,2012,1107,35.9,44.54,75.41,12.52,71.94,2.82,22.91,12.3,16.97,5.52,11.88,10,3,6,19,14,2,33,298.42,148.79,109.16,104.74,4.42,0,0
2012_1108,2012,1108,29.71,40.67,68.98,15.96,60.0,3.32,20.86,9.29,19.64,6.61,8.86,4,1,2,7,21,6,28,309.71,219.33,87.51,100.9,-13.39,0,0
2012_1110,2012,1110,40.07,42.82,71.68,11.1,64.45,2.74,23.9,12.61,17.19,4.45,8.45,13,0,7,20,11,2,31,242.2,156.45,102.29,98.09,4.21,0,0
2012_1111,2012,1111,34.43,44.02,65.94,14.17,67.24,3.69,23.86,11.76,19.69,5.52,10.28,7,1,3,11,18,8,29,224.36,180.0,99.71,105.49,-5.78,0,0
2012_1112,2012,1112,38.01,44.1,70.3,12.47,69.47,3.5,25.47,13.53,16.79,5.62,10.09,14,2,7,23,11,3,34,177.0,78.55,106.37,94.64,11.73,0,0
2012_1113,2012,1113,36.42,45.45,67.68,16.29,61.0,3.97,23.0,12.16,17.68,5.58,8.45,7,1,2,10,21,6,31,196.5,124.48,95.98,105.01,-9.03,0,0
2012_1114,2012,1114,33.26,39.71,69.69,12.43,62.4,3.1,23.2,9.9,19.73,6.33,9.7,8,0,6,14,16,3,30,211.43,136.12,94.93,98.07,-3.14,0,0
2012_1115,2012,1115,29.96,41.3,63.7,14.88,61.0,4.0,22.45,11.12,18.21,6.97,11.03,6,2,3,11,22,4,33,295.09,186.05,92.79,103.41,-10.62,0,0
2012_1116,2012,1116,35.34,43.44,69.08,12.97,71.84,5.0,22.47,13.62,19.31,8.28,11.34,17,0,1,18,14,4,32,164.78,74.43,102.43,99.92,2.52,2,0
2012_1117,2012,1117,37.64,42.67,66.86,13.7,63.33,2.33,22.21,9.61,15.79,5.94,11.33,9,2,2,13,20,5,33,233.54,132.95,99.03,102.55,-3.52,0,0
2012_1119,2012,1119,35.09,41.6,73.08,15.34,66.62,1.86,23.28,13.07,19.41,5.9,8.1,8,0,3,11,18,4,29,299.0,168.28,95.27,101.39,-6.12,0,0
2012_1120,2012,1120,30.17,41.7,64.8,13.52,62.65,4.81,23.39,12.45,18.48,6.42,10.9,14,0,1,15,16,5,31,187.53,61.19,94.86,97.61,-2.74,0,0
2012_1122,2012,1122,31.34,44.39,66.81,14.61,69.16,3.55,21.45,12.06,18.06,7.16,12.16,7,0,4,11,20,3,31,228.91,117.1,100.01,106.47,-6.45,0,0
2012_1123,2012,1123,33.33,42.12,68.72,13.1,63.0,2.59,22.45,13.28,16.93,6.07,10.86,9,0,5,14,15,6,29,269.14,160.93,100.46,98.41,2.05,0,0
2012_1124,2012,1124,37.69,46.59,75.22,13.85,74.27,4.64,23.91,14.73,17.64,7.64,12.12,13,5,8,26,7,1,33,130.81,17.57,109.97,97.03,12.94,1,1
