,avgOR,AvgOffRating,avgStl,Avg FT%,avgAst,Neutral Win,AvgDefRating,Season,avgPf,Away Win,Avg FG%,Top 10 Wins,AvgWinRank,avgBlk,Avg FG3%,Wins,Losses,AvgLossRank,avgDr,Games,Team,Top 25 Wins,avgScore,Upsets,AvgNetRating,Home Win,AvgTO,Conference
2012_1460,8.1,91.09,6.55,69.91,9.65,0,98.04,2012,19.77,4,39.68,0,238.42,1.61,34.27,12,19,109.47,19.71,31,1460,0,57.32,4,-6.95,8,13.71,horizon
2012_1461,7.0,102.15,6.62,73.5,11.31,0,91.83,2012,16.79,5,44.6,0,195.28,3.28,34.14,18,11,63.0,22.24,29,1461,1,62.38,3,10.32,13,11.48,mwc
2012_1462,10.85,103.9,6.09,69.21,13.39,3,97.97,2012,18.85,5,45.28,0,141.71,3.76,34.92,21,12,60.67,25.58,33,1462,1,70.79,2,5.92,13,12.73,a_ten
2012_1463,11.15,100.11,5.15,71.69,12.46,1,97.22,2012,18.0,7,42.48,0,235.29,3.65,33.72,17,9,96.78,24.96,26,1463,0,66.65,2,2.89,9,14.23,ivy
2012_1464,9.48,103.41,6.28,65.24,12.69,0,103.32,2012,16.55,6,43.02,0,201.57,5.31,37.71,14,15,143.67,22.45,29,1464,0,67.1,7,0.08,8,11.38,horizon
2013_1102,6.86,106.64,6.21,72.75,15.5,1,105.76,2013,17.61,3,47.1,1,172.87,1.71,38.07,15,13,49.15,22.18,28,1102,2,68.93,6,0.88,11,11.93,mwc
2013_1103,13.03,106.41,7.13,64.25,15.0,4,92.69,2013,18.0,7,45.27,0,186.8,5.58,33.23,25,6,120.83,24.77,31,1103,0,71.94,1,13.72,14,13.74,mac
2013_1104,10.44,99.63,8.22,69.63,10.47,3,94.09,2013,17.5,4,42.86,0,148.7,4.47,33.65,20,12,83.17,21.97,32,1104,0,62.59,4,5.54,13,12.47,sec
2013_1105,11.86,91.25,5.48,62.75,11.38,1,104.12,2013,17.45,3,39.43,0,307.44,3.34,28.93,9,20,198.6,23.45,29,1105,0,61.59,5,-12.87,5,14.17,swac
2013_1106,12.39,91.7,6.16,59.36,11.48,0,103.74,2013,18.74,3,40.42,0,324.44,3.23,30.64,9,22,202.14,23.16,31,1106,0,61.48,4,-12.04,6,14.9,swac
2013_1107,9.85,102.11,5.44,73.39,11.18,1,95.71,2013,16.03,11,43.75,0,244.46,2.03,36.43,24,10,129.2,23.74,34,1107,0,64.41,3,6.41,12,13.38,aec
2013_1108,10.0,84.94,6.44,62.56,8.94,1,97.29,2013,19.94,4,37.9,0,308.56,3.81,29.28,9,23,179.52,22.63,32,1108,0,59.13,3,-12.36,4,15.25,swac
2013_1110,9.0,96.14,3.37,70.87,11.6,0,106.23,2013,14.37,3,41.31,0,250.2,2.5,36.2,10,20,165.05,23.43,30,1110,0,57.83,6,-10.09,7,12.13,patriot
2013_1111,10.66,101.97,6.38,69.4,11.28,1,104.67,2013,18.9,4,43.86,0,288.15,3.62,36.45,13,16,185.0,23.69,29,1111,0,70.83,3,-2.69,8,13.45,southern
2013_1112,11.53,109.27,6.94,74.77,13.84,4,94.51,2013,16.34,7,44.97,2,122.44,3.91,36.3,25,7,47.86,24.72,32,1112,2,73.28,2,14.76,14,13.09,pac_twelve
2013_1113,9.45,103.46,6.39,63.21,14.03,2,97.85,2013,15.27,4,45.72,0,179.43,6.15,34.11,21,12,74.25,26.39,33,1113,0,71.0,5,5.61,15,12.27,pac_twelve
2013_1114,11.26,95.24,6.52,67.41,11.39,1,97.91,2013,20.0,3,41.71,0,227.56,3.71,33.84,16,15,126.6,22.71,31,1114,0,65.68,5,-2.67,12,15.45,sun_belt
2013_1115,11.7,91.33,9.9,63.06,12.73,1,96.12,2013,17.77,6,40.01,0,310.38,3.3,30.23,16,14,145.71,22.63,30,1115,0,62.67,2,-4.78,9,14.43,swac
2013_1116,12.06,103.32,9.22,67.25,14.84,1,97.01,2013,20.28,1,43.47,1,172.58,4.97,30.05,19,13,72.0,22.94,32,1116,1,73.69,6,6.31,17,11.63,sec
2013_1117,12.6,100.4,8.13,68.59,10.33,1,92.81,2013,17.5,5,40.14,0,225.11,2.97,30.67,18,12,158.25,24.17,30,1117,0,68.37,6,7.58,12,12.87,sun_belt
2013_1119,10.5,105.22,4.97,73.73,14.1,1,101.42,2013,19.4,6,44.39,0,259.07,3.1,37.06,15,15,168.0,25.43,30,1119,0,71.83,2,3.8,8,14.07,patriot
2013_1120,10.28,95.31,6.94,70.02,12.38,0,101.23,2013,20.53,2,40.86,0,197.56,3.81,31.07,9,23,104.65,23.91,32,1120,0,64.81,6,-5.92,7,13.34,sec
2013_1122,9.72,98.6,6.14,66.44,14.17,1,109.73,2013,16.03,2,45.15,0,266.83,4.97,38.08,6,23,183.35,23.24,29,1122,0,69.72,6,-11.13,3,16.45,ovc
2013_1123,12.1,98.5,6.31,65.18,11.83,0,103.49,2013,17.38,7,42.55,0,239.14,2.31,32.82,14,15,160.8,23.34,29,1123,0,64.86,5,-4.99,7,15.52,mac
2013_1124,12.1,107.15,6.52,68.94,14.52,2,98.17,2013,17.13,4,44.65,1,156.0,4.55,34.08,17,14,51.93,24.71,31,1124,1,73.35,4,8.98,11,12.16,big_twelve
2013_1125,9.37,112.07,9.53,73.53,15.8,4,94.84,2013,18.2,8,49.37,0,167.21,2.73,37.56,24,6,85.33,22.83,30,1125,0,76.9,0,17.23,12,13.57,ovc
2013_1126,11.88,97.18,6.91,62.73,12.28,3,102.34,2013,20.38,2,40.93,0,284.08,3.56,31.02,12,20,178.1,21.72,32,1126,0,65.5,4,-5.16,7,12.34,meac
2013_1127,9.72,83.2,5.66,65.23,8.07,0,106.8,2013,16.76,1,36.94,0,277.5,2.45,28.57,2,27,189.22,24.93,29,1127,0,55.17,2,-23.59,1,15.34,aec
2013_1129,9.72,106.83,6.62,74.86,12.38,1,100.26,2013,19.28,5,44.83,0,137.05,1.66,38.65,19,10,53.0,23.21,29,1129,3,71.07,4,6.57,13,12.28,mwc
2013_1130,8.76,104.87,5.58,71.15,12.24,1,105.4,2013,15.73,3,44.09,0,177.81,2.61,35.35,16,17,62.71,22.64,33,1130,0,67.12,4,-0.53,12,11.39,acc
2013_1131,8.45,103.66,7.38,72.71,13.59,1,97.26,2013,16.83,7,44.91,0,249.12,1.79,37.36,17,12,132.92,23.72,29,1131,0,68.0,4,6.4,9,12.34,aec
2013_1132,10.6,95.8,7.3,71.89,12.13,0,98.62,2013,16.3,1,42.21,0,215.91,4.23,30.63,11,19,161.37,23.2,30,1132,0,62.63,8,-2.82,10,12.97,mac
2013_1133,10.47,100.23,9.34,71.88,12.28,0,102.18,2013,17.59,4,43.56,0,214.69,2.38,31.8,16,16,103.81,22.06,32,1133,0,66.94,6,-1.94,12,12.13,mvc
2013_1135,10.7,95.37,6.59,63.08,12.37,0,100.45,2013,17.26,5,40.81,0,231.0,3.7,33.98,12,15,180.47,24.56,27,1135,0,62.11,4,-5.08,7,14.11,ivy
2013_1136,9.93,110.34,5.1,72.13,15.17,0,106.27,2013,16.5,8,47.96,0,223.11,1.17,35.36,19,11,156.45,24.27,30,1136,0,74.1,5,4.07,11,12.87,nec
2013_1137,9.03,107.74,3.5,74.64,13.44,1,92.29,2013,14.66,12,45.54,0,210.11,4.06,36.01,27,5,121.4,27.13,32,1137,0,67.25,1,15.46,14,9.44,patriot
2013_1138,11.16,101.13,5.38,71.34,14.47,1,103.26,2013,18.94,4,44.48,0,219.58,4.5,34.21,12,20,139.85,24.06,32,1138,0,66.09,4,-2.12,7,15.47,mac
2013_1139,11.61,105.78,5.67,68.85,12.88,5,97.63,2013,18.06,7,44.86,2,134.36,2.3,34.34,25,8,39.13,24.88,33,1139,4,68.42,4,8.15,13,13.27,a_ten
2013_1140,11.84,107.13,8.39,72.23,15.26,2,97.94,2013,19.0,6,45.46,0,175.8,2.35,33.14,20,11,72.82,26.29,31,1140,0,75.9,0,9.19,12,12.26,wcc
2013_1141,10.73,102.13,6.6,73.53,12.93,3,109.6,2013,16.7,2,40.81,0,235.7,2.03,33.2,10,20,159.95,20.83,30,1141,0,67.2,6,-7.48,5,13.0,mac
2013_1142,10.24,107.37,5.86,73.01,13.72,1,104.04,2013,17.83,4,42.47,0,211.63,1.66,37.55,16,13,149.08,20.83,29,1142,0,64.9,4,3.33,11,9.62,big_west
2013_1143,10.97,101.2,5.77,72.55,14.06,3,96.89,2013,16.32,6,44.6,0,137.35,4.74,30.41,20,11,66.18,26.23,31,1143,1,67.55,5,4.31,11,12.55,pac_twelve
2013_1144,11.37,99.03,7.4,70.15,13.8,1,106.45,2013,18.93,4,44.68,0,279.82,3.13,31.23,11,19,200.16,22.0,30,1144,0,68.47,4,-7.42,6,13.83,big_south
2013_1145,11.77,109.05,5.77,71.69,12.81,0,104.12,2013,17.03,7,44.6,0,206.0,3.03,38.81,18,13,117.77,22.42,31,1145,0,73.0,3,4.93,11,13.48,maac
2013_1146,13.68,99.05,7.43,63.87,13.21,0,106.9,2013,20.96,5,42.58,0,276.18,3.96,34.16,11,17,174.82,24.46,28,1146,0,74.25,5,-7.84,6,14.71,southland
2013_1148,10.37,101.39,7.5,73.19,12.6,0,107.49,2013,16.13,7,42.85,0,226.0,4.33,35.22,13,17,161.88,24.2,30,1148,0,72.87,4,-6.1,6,12.6,nec
2013_1149,12.89,104.8,6.93,69.88,11.46,2,98.39,2013,15.64,6,41.18,0,286.63,2.57,34.97,16,12,161.42,25.61,28,1149,0,70.68,0,6.41,8,12.07,big_south
2013_1150,12.72,98.29,7.59,65.19,11.72,4,97.89,2013,19.75,5,44.12,0,177.0,3.09,26.7,21,11,64.82,24.88,32,1150,1,67.59,4,0.4,12,15.41,a_ten
2013_1151,12.57,98.51,6.1,66.2,11.5,0,106.93,2013,17.73,4,41.18,0,286.91,2.03,30.8,11,19,184.21,24.37,30,1151,0,67.4,6,-8.42,7,13.67,southern
2013_1152,11.32,91.01,9.32,73.74,11.71,0,101.32,2013,20.86,2,38.75,0,293.57,2.79,32.36,7,21,208.76,21.61,28,1152,0,62.68,6,-10.32,5,14.89,gwc
2013_1153,14.36,100.45,7.0,64.92,12.21,5,90.93,2013,17.7,4,40.23,0,146.23,6.18,31.73,22,11,35.18,25.64,33,1153,1,66.64,5,9.52,13,12.82,big_east
2013_1154,9.36,98.12,6.75,70.21,14.46,0,115.25,2013,15.54,3,44.72,0,294.33,1.96,35.86,6,22,211.59,20.75,28,1154,0,63.46,4,-17.13,3,15.57,southern
2013_1155,10.65,98.96,6.71,65.44,10.77,2,96.47,2013,16.03,3,42.42,0,230.08,4.77,31.65,13,18,72.72,22.71,31,1155,0,61.52,6,2.49,8,11.45,acc
2013_1156,10.9,96.57,6.83,72.03,11.45,1,107.39,2013,19.79,3,41.06,0,216.82,3.03,33.46,11,18,131.17,20.59,29,1156,0,62.9,6,-10.82,7,13.83,horizon
2013_1157,12.88,99.01,8.0,67.19,9.96,0,99.41,2013,18.81,2,42.8,0,256.27,2.08,31.65,11,15,197.4,23.31,26,1157,0,64.88,4,-0.39,9,14.27,big_south
2013_1158,10.97,102.77,4.45,68.33,11.3,2,95.86,2013,14.64,11,44.26,0,246.71,4.24,34.22,24,9,142.44,26.55,33,1158,0,65.79,2,6.91,11,13.18,southern
2013_1159,9.06,95.78,4.63,70.72,12.88,1,104.42,2013,17.53,3,41.76,0,272.64,2.84,34.11,11,21,158.0,26.22,32,1159,0,63.53,3,-8.64,7,13.19,patriot
2013_1160,11.59,101.9,7.03,68.43,10.03,4,95.3,2013,15.78,5,43.64,0,121.57,3.13,34.74,21,11,72.27,25.63,32,1160,2,68.16,2,6.6,12,13.25,pac_twelve
2013_1161,14.45,112.95,4.65,70.86,12.84,3,98.4,2013,17.06,6,44.3,0,123.17,1.81,33.4,23,8,41.38,25.52,31,1161,1,72.26,0,14.56,14,10.71,mwc
2013_1162,9.23,101.21,5.96,75.17,11.62,0,99.77,2013,19.27,5,41.21,0,213.3,2.54,35.36,10,16,201.63,21.77,26,1162,0,61.42,7,1.44,5,10.85,ivy
2013_1163,9.2,103.6,7.47,74.3,13.67,3,97.54,2013,16.2,4,44.22,1,136.25,4.53,34.05,20,10,45.7,23.9,30,1163,2,69.87,3,6.06,13,12.23,big_east
2013_1164,11.48,89.25,7.71,69.91,10.0,0,102.0,2013,17.77,4,36.17,0,291.86,1.74,31.22,7,24,179.5,21.35,31,1164,0,62.48,4,-12.75,3,14.65,meac
2013_1165,9.9,97.25,6.6,70.59,11.27,2,104.72,2013,17.93,7,41.58,0,273.25,3.5,33.22,12,18,147.67,22.27,30,1165,0,64.57,3,-7.46,3,13.03,ivy
2013_1166,8.41,116.31,5.0,75.04,17.18,5,96.63,2013,16.21,7,50.76,0,136.52,2.59,42.09,27,7,75.29,26.82,34,1166,0,75.38,0,19.68,15,12.26,mvc
2013_1167,10.81,96.39,6.77,69.02,11.58,2,102.88,2013,21.15,3,40.83,0,258.6,1.69,33.73,10,16,143.44,21.88,26,1167,0,65.35,2,-6.49,5,14.04,ind
2013_1168,8.13,107.59,7.77,76.68,14.37,2,107.77,2013,18.9,6,46.28,0,259.33,1.6,37.71,12,18,166.06,20.7,30,1168,0,75.27,7,-0.17,4,12.63,big_west
2013_1169,13.66,103.02,8.28,73.32,14.52,3,106.08,2013,19.86,5,42.35,0,228.17,2.79,32.97,12,17,170.41,22.38,29,1169,0,73.1,6,-3.05,4,13.52,big_west
2013_1170,10.41,99.86,5.07,73.03,12.0,0,104.08,2013,15.81,4,40.66,0,280.17,2.37,32.96,12,15,213.47,22.93,27,1170,0,63.07,5,-4.21,8,11.22,big_sky
2013_1171,9.63,94.64,6.7,73.0,10.33,0,104.48,2013,19.33,3,40.21,0,259.13,2.48,33.26,8,19,180.0,21.22,27,1171,0,60.7,7,-9.84,5,13.19,ivy
2013_1172,9.03,112.67,5.72,80.09,13.75,5,95.77,2013,17.63,9,46.21,0,234.48,2.75,36.64,25,7,122.0,24.44,32,1172,0,73.09,0,16.9,11,11.0,southern
2013_1173,11.03,107.6,5.58,71.69,13.97,2,100.25,2013,19.77,2,47.46,0,162.76,2.58,38.4,17,14,72.71,23.23,31,1173,0,71.77,6,7.35,13,14.52,a_ten
2013_1174,11.55,101.91,5.39,75.42,9.67,2,102.32,2013,16.85,8,42.33,0,246.58,4.58,30.9,19,14,117.36,26.09,33,1174,0,68.97,1,-0.41,9,12.67,caa
2013_1175,10.77,94.13,6.55,69.87,9.39,2,102.49,2013,15.58,5,40.49,0,267.85,5.42,29.61,13,18,197.94,20.42,31,1175,0,58.97,5,-8.37,6,13.9,meac
2013_1176,6.2,109.24,9.0,73.8,16.37,0,93.52,2013,17.5,8,48.1,0,204.14,4.43,38.04,21,9,81.44,18.77,30,1176,0,65.43,2,15.72,13,11.1,wac
2013_1177,11.97,98.65,8.28,70.39,13.75,0,105.38,2013,19.13,4,43.41,0,239.09,4.16,29.92,11,21,75.86,22.25,32,1177,0,71.38,4,-6.73,7,14.28,big_east
2013_1178,11.2,110.1,7.9,72.41,14.5,0,102.19,2013,17.6,7,45.5,0,191.72,3.17,34.21,18,12,98.83,21.73,30,1178,0,77.0,2,7.92,11,10.83,horizon
2013_1179,8.03,102.79,5.74,72.09,13.35,2,105.65,2013,19.39,4,44.35,0,165.0,2.16,37.93,14,17,93.06,23.42,31,1179,1,70.97,5,-2.86,8,13.65,mvc
2013_1180,11.19,101.34,5.1,74.5,11.71,1,100.16,2013,18.68,7,41.19,0,237.77,1.87,33.52,13,18,145.17,22.81,31,1180,0,63.0,4,1.18,5,11.81,caa
2013_1181,9.66,114.38,6.53,73.16,14.69,6,95.2,2013,17.72,5,47.63,3,99.11,3.78,40.59,27,5,51.0,24.16,32,1181,6,78.28,0,19.18,16,10.72,acc
2013_1182,11.6,96.25,5.2,64.38,12.77,0,108.29,2013,17.43,2,40.87,0,195.25,3.57,33.8,8,22,102.27,24.27,30,1182,0,67.6,5,-12.04,6,14.57,a_ten
2013_1183,9.26,99.26,6.42,67.05,13.06,2,106.04,2013,16.55,4,43.93,0,281.91,2.1,35.02,11,20,166.2,20.45,31,1183,0,60.55,3,-6.78,5,12.94,ovc
2013_1184,8.94,111.5,8.16,78.86,14.81,1,101.97,2013,19.48,8,46.07,0,221.0,2.06,34.35,22,9,114.22,18.29,31,1184,0,72.87,0,9.53,13,11.52,ovc
2013_1185,11.45,91.37,7.71,67.01,10.13,1,96.82,2013,17.42,2,39.02,0,256.38,4.74,33.04,13,18,137.56,21.42,31,1185,0,54.77,4,-5.45,10,14.06,mac
2013_1186,11.03,99.16,5.29,65.52,13.35,1,107.66,2013,18.42,2,41.47,0,287.1,5.68,34.06,10,21,209.67,24.87,31,1186,0,69.23,7,-8.5,7,13.42,big_sky
2013_1187,9.92,105.32,7.35,73.19,16.62,0,105.77,2013,18.88,5,44.36,0,200.86,4.23,35.27,14,12,87.5,24.12,26,1187,0,74.96,1,-0.45,9,13.15,cusa
2013_1188,9.68,93.61,5.28,65.36,12.44,0,102.78,2013,18.16,1,42.05,0,230.14,2.08,36.36,7,18,186.22,21.68,25,1188,0,61.64,5,-9.17,6,14.28,ovc
2013_1189,8.97,102.08,6.27,71.4,13.07,1,98.48,2013,17.23,8,43.13,0,284.42,3.47,34.41,19,11,149.18,24.8,30,1189,0,68.03,0,3.6,10,11.47,southern
2013_1190,9.58,92.59,6.23,66.48,9.77,0,108.49,2013,16.29,5,39.91,0,244.56,2.23,32.3,9,22,167.41,20.84,31,1190,0,61.29,6,-15.9,4,13.29,a_sun
2013_1191,9.84,101.97,5.74,73.7,15.58,0,98.4,2013,17.52,4,43.24,0,162.94,3.16,36.79,17,14,103.93,22.77,31,1191,0,66.94,5,3.57,13,11.16,mvc
2013_1192,8.84,93.95,5.77,67.12,13.03,2,113.69,2013,18.42,3,43.22,0,257.43,3.26,34.99,7,24,175.42,21.9,31,1192,0,65.61,4,-19.74,2,15.68,nec
2013_1193,11.15,97.06,7.09,68.39,12.5,5,93.88,2013,19.59,7,42.18,0,226.84,3.88,31.4,19,15,138.2,22.18,34,1193,0,60.32,6,3.18,7,13.53,maac
2013_1194,11.35,96.98,5.16,69.46,10.0,1,101.63,2013,18.23,3,42.01,0,227.85,5.1,35.31,13,18,159.67,24.74,31,1194,0,64.81,5,-4.65,9,15.19,sun_belt
2013_1195,11.69,103.69,8.81,67.03,13.72,2,95.68,2013,17.59,7,45.6,1,223.5,3.78,33.07,22,10,153.2,24.75,32,1195,1,72.34,1,8.01,13,14.66,a_sun
2013_1196,10.55,114.5,6.97,68.13,14.82,4,85.66,2013,14.12,7,48.08,0,123.62,3.3,38.05,26,7,47.0,24.52,33,1196,1,71.64,0,28.84,15,11.12,sec
2013_1197,12.52,87.59,8.0,62.79,10.38,1,103.1,2013,19.76,1,38.37,0,330.67,3.34,30.33,6,23,193.04,21.97,29,1197,0,62.72,1,-15.52,4,15.93,meac
2013_1198,11.0,99.04,9.34,70.72,11.53,2,99.7,2013,18.84,6,42.7,0,217.56,2.72,33.33,18,14,132.36,21.63,32,1198,0,69.06,1,-0.66,10,15.13,sun_belt
2013_1199,9.45,100.08,6.27,73.2,11.42,5,104.23,2013,17.73,3,44.32,0,144.17,4.94,34.61,18,15,73.27,21.55,33,1199,0,67.03,7,-4.15,10,14.52,acc
2013_1200,13.42,93.96,4.94,67.41,12.16,2,110.54,2013,20.32,1,40.22,0,221.29,4.1,31.11,7,24,92.0,24.16,31,1200,0,64.42,4,-16.59,4,15.65,a_ten
2013_1201,10.36,93.59,6.61,67.41,8.71,0,98.1,2013,19.61,5,37.85,0,120.44,3.43,33.74,9,19,70.68,21.57,28,1201,2,58.04,6,-4.51,4,11.46,mwc
2013_1202,9.41,91.63,5.28,69.31,10.34,1,110.77,2013,15.55,1,39.95,0,294.4,3.66,32.64,5,24,222.33,21.66,29,1202,0,58.72,5,-19.13,3,14.55,southern
2013_1203,13.37,96.71,7.77,65.67,13.43,0,96.25,2013,17.6,5,44.1,0,186.92,4.9,27.91,13,17,77.35,24.27,30,1203,0,66.27,4,0.46,8,15.97,a_ten
2013_1204,10.45,96.1,6.74,69.28,9.29,2,103.74,2013,17.84,5,40.7,0,254.25,2.16,33.14,12,19,191.68,21.39,31,1204,0,60.77,6,-7.64,5,12.68,southern
2013_1205,12.27,100.67,7.23,71.48,12.1,3,94.55,2013,17.13,6,41.7,0,261.67,2.5,32.94,18,12,206.33,22.47,30,1205,0,64.57,3,6.12,9,13.3,big_south
2013_1206,11.53,101.62,7.34,71.64,12.25,4,98.68,2013,20.56,7,43.71,0,216.78,2.94,34.86,18,14,142.57,22.78,32,1206,0,66.75,5,2.93,7,13.25,caa
2013_1207,9.23,102.7,7.55,68.05,14.81,3,88.16,2013,16.87,6,45.62,1,116.6,3.84,35.76,25,6,47.67,23.71,31,1207,4,64.58,1,14.54,16,12.68,big_east
2013_1208,10.41,96.38,5.63,69.43,11.59,0,97.12,2013,16.91,3,40.85,0,163.53,4.16,35.74,15,17,81.94,24.97,32,1208,0,60.81,8,-0.74,12,14.56,sec
2013_1209,9.67,104.37,7.7,71.73,11.27,0,104.22,2013,17.17,6,43.55,0,228.79,4.1,35.71,14,16,172.63,21.7,30,1209,0,67.6,7,0.15,8,11.63,caa
2013_1210,11.81,96.91,5.87,63.47,12.71,2,93.7,2013,16.68,3,41.93,1,197.5,4.16,31.8,16,15,75.33,25.45,31,1210,1,64.29,5,3.22,11,12.87,acc
2013_1211,11.47,117.77,7.88,71.17,14.84,6,91.72,2013,15.91,10,49.86,0,142.53,2.78,36.45,30,2,31.0,25.63,32,1211,1,76.81,0,26.05,14,11.16,wcc
2013_1212,9.82,76.5,4.39,58.66,10.36,0,115.7,2013,17.57,0,36.14,0,0.0,2.29,31.22,0,28,248.79,21.39,28,1212,0,49.68,0,-39.2,0,17.54,swac
2013_1214,12.71,88.73,7.45,66.62,11.35,0,91.68,2013,20.48,7,39.17,0,276.43,4.77,26.32,14,17,222.82,25.87,31,1214,0,62.45,8,-2.96,7,17.0,meac
2013_1216,8.43,94.06,8.23,69.34,12.43,0,94.34,2013,18.93,7,40.86,0,242.29,1.97,33.97,17,13,149.92,21.37,30,1216,0,60.3,4,-0.28,10,14.23,aec
2013_1217,7.15,106.48,7.37,72.34,13.07,0,99.45,2013,15.11,6,48.27,0,219.06,4.15,40.09,18,9,115.56,21.96,27,1217,0,68.93,1,7.02,12,13.67,ivy
2013_1218,12.37,103.19,5.3,68.54,13.87,0,102.93,2013,16.77,3,44.67,0,242.94,3.4,34.1,16,14,130.5,26.13,30,1218,0,72.23,4,0.26,13,14.47,big_west
2013_1219,12.25,103.66,7.0,70.4,14.43,1,99.87,2013,18.89,6,44.46,0,292.8,4.11,31.83,15,13,207.08,24.0,28,1219,0,69.93,1,3.79,8,12.11,big_south
2013_1220,12.81,89.23,6.42,62.67,9.68,0,102.05,2013,16.87,1,37.86,0,228.17,3.45,28.66,6,25,182.0,21.39,31,1220,0,58.03,6,-12.82,5,14.45,caa
2013_1221,9.07,97.67,3.87,75.32,12.2,1,102.77,2013,17.1,4,41.41,0,270.58,3.5,34.15,12,18,152.89,24.33,30,1221,0,61.13,2,-5.1,7,12.4,patriot
2013_1222,11.53,108.67,6.43,72.29,14.73,1,102.61,2013,18.2,5,46.4,0,253.28,3.9,36.75,18,12,134.58,26.37,30,1222,0,77.17,4,6.06,12,13.17,cusa
2013_1223,11.39,87.49,6.39,67.15,10.39,4,97.02,2013,19.93,3,39.54,0,300.64,2.61,31.27,11,17,221.35,23.29,28,1223,0,60.93,8,-9.53,4,17.29,gwc
2013_1224,12.45,83.44,6.41,65.28,8.86,0,97.04,2013,17.31,2,35.98,0,318.17,3.28,24.87,6,23,202.43,21.38,29,1224,0,51.28,3,-13.6,4,14.83,meac
2013_1225,9.76,106.33,4.03,73.96,12.93,0,110.31,2013,16.62,6,46.43,0,257.0,2.79,36.8,11,18,100.5,23.97,29,1225,0,67.55,2,-3.98,5,13.45,wac
2013_1226,7.72,92.65,6.93,67.62,10.24,0,106.39,2013,15.9,1,40.56,0,302.0,3.21,31.4,5,24,209.54,20.48,29,1226,0,56.55,4,-13.74,4,11.86,big_sky
2013_1227,9.71,96.6,6.61,75.13,11.81,2,97.95,2013,16.9,4,39.62,0,192.0,2.65,32.78,16,15,150.53,23.45,31,1227,1,62.06,7,-1.36,10,12.23,horizon
2013_1228,11.85,103.52,6.88,72.19,10.15,4,99.86,2013,18.21,5,41.32,3,127.76,3.91,32.27,21,12,48.83,21.45,33,1228,4,68.64,6,3.66,12,11.48,big_ten
2013_1229,10.36,106.29,7.24,72.34,14.85,2,98.83,2013,18.15,5,45.51,0,176.17,4.36,34.72,18,15,91.4,24.76,33,1229,1,74.55,5,7.46,11,13.06,mvc
2013_1231,12.45,117.71,7.48,74.49,14.55,3,92.05,2013,17.09,7,48.63,3,118.81,3.73,41.13,27,6,28.33,26.15,33,1231,7,80.0,0,25.66,17,13.0,big_ten
2013_1232,8.77,99.31,5.45,70.26,11.71,3,98.9,2013,17.77,4,42.96,1,139.35,3.32,32.23,17,14,101.29,25.06,31,1232,2,65.71,4,0.41,10,12.9,mvc
2013_1233,11.55,111.98,6.61,77.84,15.45,4,104.88,2013,17.09,5,45.71,0,173.5,3.0,37.28,20,13,150.92,24.48,33,1233,0,80.7,1,7.11,11,12.18,maac
2013_1234,13.0,104.18,6.94,72.6,15.15,3,93.15,2013,17.06,2,42.2,0,181.86,5.03,29.98,21,12,48.5,26.36,33,1234,0,70.36,4,11.03,16,12.76,big_ten
2013_1235,12.27,112.22,6.52,73.07,15.97,2,99.47,2013,16.97,4,45.5,0,156.55,2.91,37.02,22,11,53.27,26.45,33,1235,1,79.64,4,12.75,16,13.27,big_twelve
2013_1236,10.65,99.6,7.26,63.07,12.45,2,102.41,2013,17.97,4,43.2,0,258.14,2.58,35.42,14,17,163.94,22.65,31,1236,0,66.06,5,-2.8,8,13.45,summit
2013_1237,7.27,96.53,5.2,67.58,12.77,1,116.69,2013,15.93,1,44.32,0,264.5,2.07,36.09,4,26,162.73,20.67,30,1237,0,64.8,4,-20.16,2,12.6,summit
2013_1238,10.07,94.15,8.31,69.86,9.48,1,101.64,2013,19.59,4,39.0,0,317.73,2.24,31.21,11,18,198.56,22.0,29,1238,0,66.21,2,-7.49,6,12.72,swac
2013_1239,12.03,95.91,6.23,70.05,12.6,1,103.53,2013,19.4,3,41.76,0,251.17,3.17,31.97,12,18,188.94,23.9,30,1239,0,67.13,9,-7.62,8,15.07,a_sun
2013_1240,10.15,101.51,8.46,68.0,12.35,2,101.74,2013,16.77,6,43.86,0,257.4,4.0,35.21,15,11,88.55,17.92,26,1240,0,64.81,1,-0.23,7,13.04,ovc
2013_1241,10.0,100.89,7.88,70.06,11.74,6,98.55,2013,17.15,4,42.02,0,240.1,4.5,33.33,20,14,169.36,22.71,34,1241,0,65.18,6,2.34,10,11.18,caa
2013_1242,10.97,109.64,7.18,73.26,15.65,6,89.3,2013,16.97,7,47.99,1,116.14,6.62,36.74,29,5,76.6,28.15,34,1242,6,75.38,0,20.34,16,13.68,big_twelve
2013_1243,13.39,107.44,7.03,68.95,16.0,4,97.1,2013,18.27,7,43.21,1,149.23,3.64,35.94,26,7,16.14,21.27,33,1243,1,68.67,1,10.34,15,11.61,big_twelve
2013_1244,10.93,92.12,7.03,65.06,10.4,0,109.36,2013,20.1,1,40.02,0,253.0,1.67,30.28,3,27,199.26,19.5,30,1244,0,61.03,2,-17.23,2,13.8,a_sun
2013_1245,11.72,106.54,7.03,71.14,11.66,1,100.48,2013,19.78,8,43.4,0,222.37,2.66,36.24,19,13,116.23,23.13,32,1245,0,71.09,2,6.06,10,12.81,mac
